X,Y,Z
-1.8250929117202759,-2.2729616165161133,0.043657898902893066
-1.8014914989471436,-2.234187126159668,0.03815793991088867
-1.800649881362915,-2.194276809692383,0.009096026420593262
-1.8001811504364014,-2.125915765762329,-0.00177001953125
-1.848700761795044,-2.1229209899902344,0.037871599197387695
-1.8031787872314453,-2.0605361461639404,-0.003942966461181641
-1.7851951122283936,-2.020071506500244,0.04007124900817871
-1.8083782196044922,-1.9729949235916138,0.035964012145996094
-1.785898208618164,-1.9182206392288208,-0.010259628295898438
-1.8076752424240112,-1.86225163936615,-0.011956334114074707
-1.7851951122283936,-1.815885305404663,0.040567994117736816
-1.7318106889724731,-2.655095338821411,0.017244935035705566
-1.7660937309265137,-2.6624042987823486,0.040602803230285645
-1.735744833946228,-2.692746639251709,0.04610288143157959
-1.7402403354644775,-2.593276262283325,0.013171076774597168
-1.7593506574630737,-2.5410268306732178,0.04075777530670166
-1.7222591638565063,-2.5713648796081543,0.04727590084075928
-1.7318106889724731,-2.386751174926758,0.005020260810852051
-1.7745198011398315,-2.3943350315093994,0.03815793991088867
-1.735744833946228,-2.431422472000122,0.04402494430541992
-1.7289999723434448,-2.3252310752868652,0.008281707763671875
-1.7402403354644775,-2.275771141052246,0.017244935035705566
-1.762722134590149,-2.264529228210449,0.044405341148376465
-1.7290019989013672,-2.242056369781494,0.04730725288391113
-1.7677788734436035,-2.2004573345184326,0.04610288143157959
-1.751476764678955,-2.143710136413574,0.04045140743255615
-1.7340577840805054,-2.099306583404541,0.037963032722473145
-1.7430490255355835,-2.0636253356933594,0.013170123100280762
-1.7256293296813965,-2.033564567565918,0.04559493064880371
-1.7534493207931519,-1.9366236925125122,0.041661739349365234
-1.7332160472869873,-1.8969966173171997,0.03654050827026367
-1.7430490255355835,-1.8613156080245972,0.012151360511779785
-1.7256293296813965,-1.8312546014785767,0.04574024677276611
-1.6615698337554932,-3.073775053024292,0.025393009185791016
-1.6851673126220703,-3.0670289993286133,0.047188639640808105
-1.6683133840560913,-3.097388505935669,0.04653763771057129
-1.654825210571289,-3.0501723289489746,0.04755568504333496
-1.7020237445831299,-2.6725196838378906,0.04653763771057129
-1.6980905532836914,-2.6157524585723877,0.04386186599731445
-1.6935977935791016,-2.4044504165649414,0.04402494430541992
-1.693875789642334,-2.3432114124298096,0.04068636894226074
-1.6980905532836914,-2.278583526611328,0.04285299777984619
-1.6615698337554932,-2.2223832607269287,0.044599056243896484
-1.6615698337554932,-2.1970837116241455,0.025393009185791016
-1.6840436458587646,-2.1970856189727783,0.04719424247741699
-1.654825210571289,-2.173485517501831,0.0458446741104126
-1.7053964138031006,-2.0689644813537598,0.04567241668701172
-1.7053964138031006,-1.8666545152664185,0.04527747631072998
-1.6379646062850952,-3.080518960952759,0.046904563903808594
-1.5941240787506104,-2.9389052391052246,0.025393009185791016
-1.6177294254302979,-2.932161331176758,0.048207759857177734
-1.6008687019348145,-2.962503433227539,0.04646122455596924
-1.5873805284500122,-2.9152917861938477,0.04861569404602051
-1.6379646062850952,-2.2038278579711914,0.04613518714904785
-1.590753197669983,-2.0520994663238525,0.020504236221313477
-1.625036597251892,-2.0481650829315186,0.042186737060546875
-1.6008687019348145,-2.0858166217803955,0.04593503475189209
-1.5974960327148438,-2.0048880577087402,0.020504236221313477
-1.6211018562316895,-1.991402268409729,0.04547560214996338
-1.5873805284500122,-1.9711755514144897,0.04554116725921631
-1.5821819305419922,0.36558401584625244,-0.005096077919006348
-1.63006591796875,0.37197545170783997,0.060835957527160645
-1.5931655168533325,0.31950825452804565,0.06715083122253418
-1.5899094343185425,0.414946973323822,0.04616963863372803
-1.5705265998840332,-2.9456470012664795,0.04686915874481201
-1.5266919136047363,-2.3993937969207764,0.025393009185791016
-1.5502976179122925,-2.3926517963409424,0.047188639640808105
-1.5334348678588867,-2.4230072498321533,0.046257853507995605
-1.519946813583374,-2.375795602798462,0.04727590084075928
-1.5671560764312744,-2.065589666366577,0.04596734046936035
-1.5632225275039673,-2.008822441101074,0.04226827621459961
-1.53779935836792,0.3103504776954651,0.05092477798461914
-1.5209777355194092,0.35434576869010925,-0.025924324989318848
-1.531506896018982,0.4203127920627594,0.005438566207885742
-1.5601789951324463,0.44019123911857605,0.07020699977874756
-1.5202288627624512,0.45626986026763916,0.06450343132019043
-1.4592435359954834,-2.669149398803711,0.025393009185791016
-1.482848882675171,-2.6624042987823486,0.04674100875854492
-1.4659881591796875,-2.692746639251709,0.046904563903808594
-1.4524999856948853,-2.645552396774292,0.04698526859283447
-1.5030840635299683,-2.406137704849243,0.04634499549865723
-1.4474412202835083,-1.9270986318588257,-0.009720683097839355
-1.4963326454162598,-1.920611023902893,0.04180705547332764
-1.4653123617172241,-1.9708830118179321,0.04168868064880371
-1.4582616090774536,-1.876757025718689,0.032147884368896484
-1.4548207521438599,0.2981607913970947,-0.02833080291748047
-1.5126055479049683,0.29825708270072937,0.04030048847198486
-1.4757862091064453,0.24804329872131348,0.051665544509887695
-1.4676741361618042,0.3767254054546356,-0.026760101318359375
-1.4898759126663208,0.4295218884944916,0.04503977298736572
-1.4474021196365356,0.4228770136833191,0.057015419006347656
-1.4356459379196167,-2.6758947372436523,0.047148942947387695
-1.4033043384552002,-1.975828766822815,0.035337209701538086
-1.3856797218322754,-1.9203053712844849,-0.014962434768676758
-1.4030497074127197,-1.8663445711135864,-0.0119401216506958
-1.4374840259552002,-1.8473962545394897,0.04217076301574707
-1.3850685358047485,-1.8209668397903442,0.043355584144592285
-1.3868352174758911,0.23570021986961365,-0.02499854564666748
-1.4446357488632202,0.23097822070121765,0.03157961368560791
-1.396467924118042,0.1793639361858368,0.06461966037750244
-1.3918113708496094,0.2980934977531433,-0.04649031162261963
-1.3967169523239136,0.3605882525444031,-0.025768756866455078
-1.3806772232055664,0.4125780761241913,0.06220972537994385
-1.3464444875717163,-1.9337912797927856,0.041610121726989746
-1.343022108078003,-1.8714059591293335,0.03622150421142578
-1.3350820541381836,0.17521166801452637,0.05023598670959473
-1.3145246505737305,0.22590140998363495,-0.03223240375518799
-1.3341022729873657,0.30286532640457153,-0.0327073335647583
-1.3384919166564941,0.3653508424758911,0.03544175624847412
-1.3076082468032837,0.35523533821105957,0.05366182327270508
-1.2570061683654785,0.17469154298305511,-0.012890815734863281
-1.309014916419983,0.16360896825790405,0.0406566858291626
-1.2633380889892578,0.12461046874523163,0.0600590705871582
-1.2505364418029785,0.23738756775856018,-0.026770710945129395
-1.2683897018432617,0.29782089591026306,-0.021307826042175293
-1.2506722211837769,0.3437036871910095,0.05999016761779785
-1.2116844654083252,0.15709631145000458,0.0600590705871582
-1.2019680738449097,0.21940064430236816,0.05031406879425049
-1.2079459428787231,0.28663286566734314,0.05025672912597656
0.7088558673858643,2.65840220451355,0.015615463256835938
0.6678379774093628,2.672456979751587,0.042678117752075195
0.6953679323196411,2.631412982940674,0.04576289653778076
0.704763650894165,2.7210335731506348,0.013170480728149414
0.6636230945587158,2.737088680267334,0.04074287414550781
0.6953699588775635,2.784841775894165,0.008279561996459961
0.6633361577987671,2.798327684402466,0.04346323013305664
0.7054834365844727,2.8252995014190674,0.04315757751464844
0.7521231174468994,2.627478837966919,0.04213738441467285
0.7549334764480591,2.669644832611084,0.017244935035705566
0.7408897876739502,2.7224783897399902,0.04038548469543457
0.7729171514511108,2.688748598098755,0.045600295066833496
0.7380778789520264,2.7806284427642822,0.04017794132232666
0.847667932510376,2.5291290283203125,0.013171076774597168
0.8027060031890869,2.5375585556030273,0.04202890396118164
0.8302463293075562,2.4965412616729736,0.04533982276916504
0.8392382860183716,2.5881433486938477,0.013171076774597168
0.804111123085022,2.5867371559143066,0.0439910888671875
0.8336174488067627,2.6246702671051025,0.04213738441467285
0.7897777557373047,2.6516571044921875,0.04548633098602295
0.8870036602020264,2.4869916439056396,0.04206657409667969
0.9094836711883545,2.5150821208953857,0.007059574127197266
0.907376766204834,2.588846206665039,0.005531907081604004
0.892622709274292,2.6471610069274902,0.013171076774597168
0.870701789855957,2.665147304534912,0.04568219184875488
0.9151028394699097,2.6893091201782227,0.04243600368499756
0.9713083505630493,2.459834337234497,0.008417248725891113
0.9314035177230835,2.4628329277038574,0.04031658172607422
0.9651268720626831,2.426856279373169,0.04549276828765869
0.9648858308792114,2.527123212814331,-0.0031279325485229492
0.9448937177658081,2.585893392562866,0.037963032722473145
0.9769296646118164,2.5622832775115967,0.04325973987579346
0.961754322052002,2.621297597885132,0.04040801525115967
0.9544473886489868,2.655590772628784,0.017244935035705566
0.971869707107544,2.6853740215301514,0.045980215072631836
1.0237566232681274,2.4139342308044434,0.039426445960998535
1.0279713869094849,2.46732759475708,-0.0010901689529418945
1.0140191316604614,2.520697832107544,0.03476285934448242
1.046608328819275,2.4976646900177,0.042504310607910156
0.9920964241027832,2.6516571044921875,0.04584026336669922
1.113476037979126,2.3178281784057617,0.020504236221313477
1.0797656774520874,2.327943801879883,0.04561114311218262
1.0999901294708252,2.2942311763763428,0.04568004608154297
1.1174092292785645,2.3521218299865723,0.04240918159484863
1.0707714557647705,2.4493470191955566,0.04235363006591797
1.103363275527954,2.4982264041900635,0.044235825538635254
1.103363275527954,2.5235097408294678,0.025393009185791016
1.0808894634246826,2.5235116481781006,0.046813130378723145
1.1101056337356567,2.5471231937408447,0.04588127136230469
1.1707926988601685,1.9840251207351685,0.025393009185791016
1.1483190059661865,1.9840251207351685,0.0513310432434082
1.1707926988601685,1.9587416648864746,0.04983699321746826
1.1775373220443726,2.007622480392456,0.04674100875854492
1.1567431688308716,2.2902989387512207,0.04256868362426758
1.1606767177581787,2.324573278427124,0.020504236221313477
1.1741647720336914,2.3481876850128174,0.045980215072631836
1.1269662380218506,2.516767978668213,0.0458446741104126
1.1943979263305664,1.9772800207138062,0.05081522464752197
1.1943979263305664,2.314457893371582,0.04610288143157959
1.4405511617660522,2.860711097717285,0.025393009185791016
1.4236884117126465,2.860711097717285,0.04983699321746826
1.4405511617660522,2.8438429832458496,0.04983699321746826
1.4405511617660522,2.877568483352661,0.04983699321746826
1.457413911819458,2.860711097717285,0.04983699321746826
1.5754317045211792,1.9840251207351685,0.0131683349609375
1.5434000492095947,1.9907703399658203,0.04983699321746826
1.5686888694763184,1.951991319656372,0.05228078365325928
1.5821746587753296,2.016059160232544,0.04983699321746826
1.6074633598327637,1.9772800207138062,0.05228078365325928
-2.457568645477295,-2.6715569496154785,0.10117697715759277
-2.5017242431640625,-2.655095338821411,0.1402578353881836
-2.479243040084839,-2.6994919776916504,0.14338934421539307
-2.465195417404175,-2.60170578956604,0.09671890735626221
-2.5066418647766113,-2.5904674530029297,0.137176513671875
-2.4673025608062744,-2.534283399581909,0.0791710615158081
-2.5190513134002686,-2.523045063018799,0.13423418998718262
-2.469175100326538,-2.46683931350708,0.08154487609863281
-2.517876625061035,-2.4555976390838623,0.1371701955795288
-2.4670677185058594,-2.399395704269409,0.09940385818481445
-2.5064070224761963,-2.388157367706299,0.1398228406906128
-2.4708147048950195,-2.338716983795166,0.1036149263381958
-2.505938768386841,-2.320734977722168,0.13788306713104248
-2.468003988265991,-2.277177333831787,0.10076510906219482
-2.5062170028686523,-2.2594716548919678,0.14111971855163574
-2.4640698432922363,-2.2324955463409424,0.14138126373291016
-2.388927698135376,-2.941312074661255,0.1036982536315918
-2.434282064437866,-2.924856424331665,0.14014482498168945
-2.4101240634918213,-2.9692442417144775,0.14345812797546387
-2.3977584838867188,-2.871459484100342,0.09940838813781738
-2.4370906352996826,-2.860217809677124,0.14011871814727783
-2.3977584838867188,-2.804015874862671,0.09722745418548584
-2.4384968280792236,-2.7927775382995605,0.1379566192626953
-2.404583692550659,-2.731776475906372,0.08384454250335693
-2.4522712230682373,-2.7332215309143066,0.13564884662628174
-2.3966357707977295,-2.6624042987823486,0.06122457981109619
-2.403379440307617,-2.60170578956604,0.06247067451477051
-2.403379440307617,-2.534283399581909,0.0622248649597168
-2.403379440307617,-2.46683931350708,0.06253612041473389
-2.403379440307617,-2.399395704269409,0.07237899303436279
-2.4086477756500244,-2.3245983123779297,0.08905208110809326
-2.425294876098633,-2.267904043197632,0.133558988571167
-2.3949506282806396,-2.2797112464904785,0.136002779006958
-2.405489683151245,-2.239229917526245,0.13921129703521729
-2.3901329040527344,-2.201899290084839,0.09552657604217529
-2.434290885925293,-2.197082042694092,0.14343857765197754
-2.4008519649505615,-2.151567220687866,0.13294780254364014
-2.328709602355957,-2.998300075531006,0.1014014482498169
-2.373030185699463,-2.999582052230835,0.1381615400314331
-2.3393068313598633,-3.0355587005615234,0.14345812797546387
-2.329191207885742,-2.932161331176758,0.06888210773468018
-2.335935592651367,-2.871459484100342,0.06217551231384277
-2.335935592651367,-2.804015874862671,0.06083941459655762
-2.335935592651367,-2.73659348487854,0.05855441093444824
-2.335935592651367,-2.669149398803711,0.0561753511428833
-2.335935592651367,-2.60170578956604,0.056180715560913086
-2.335935592651367,-2.534283399581909,0.05826389789581299
-2.335935592651367,-2.46683931350708,0.06423008441925049
-2.335935592651367,-2.399395704269409,0.0718390941619873
-2.335935592651367,-2.3319733142852783,0.08484220504760742
-2.3422582149505615,-2.2613682746887207,0.09403049945831299
-2.379775047302246,-2.257784366607666,0.136002779006958
-2.329191207885742,-2.1903417110443115,0.06715929508209229
-2.3401505947113037,-2.130866527557373,0.07371914386749268
-2.3874547481536865,-2.1142101287841797,0.13505208492279053
-2.3347644805908203,-2.0622193813323975,0.07251083850860596
-2.3879263401031494,-2.0509774684906006,0.13607072830200195
-2.3347644805908203,-1.995475172996521,0.08149456977844238
-2.3783676624298096,-1.9888712167739868,0.14191067218780518
-2.3348515033721924,-1.945038914680481,0.1300368309020996
-2.2839536666870117,-3.0541019439697266,0.13734328746795654
-2.257664680480957,-3.0103402137756348,0.07842087745666504
-2.2685024738311768,-2.938903570175171,0.05960369110107422
-2.2685024738311768,-2.871459484100342,0.05340254306793213
-2.2685024738311768,-2.804015874862671,0.05239903926849365
-2.2685024738311768,-2.73659348487854,0.05362844467163086
-2.2685024738311768,-2.669149398803711,0.055684804916381836
-2.2685024738311768,-2.60170578956604,0.05954539775848389
-2.2685024738311768,-2.534283399581909,0.05888175964355469
-2.2685024738311768,-2.46683931350708,0.05908167362213135
-2.2685024738311768,-2.399395704269409,0.06359696388244629
-2.2685024738311768,-2.3319733142852783,0.0629342794418335
-2.2685024738311768,-2.264529228210449,0.060922861099243164
-2.2685024738311768,-2.1970856189727783,0.057810187339782715
-2.2685024738311768,-2.1296632289886475,0.05430912971496582
-2.2685024738311768,-2.0622193813323975,0.05295240879058838
-2.2685024738311768,-1.994775652885437,0.05298018455505371
-2.27314829826355,-1.927953839302063,0.07072126865386963
-2.3206889629364014,-1.9111970663070679,0.13805890083312988
-2.271634101867676,-1.870029091835022,0.10477709770202637
-2.301913261413574,-1.8641277551651,0.14455819129943848
-2.266394853591919,-1.8276015520095825,0.14990520477294922
-2.186617851257324,-3.211073160171509,0.10466206073760986
-2.2333765029907227,-3.194617509841919,0.13812792301177979
-2.2078139781951904,-3.2390053272247314,0.1435636281967163
-2.196852922439575,-3.1412205696105957,0.08573710918426514
-2.2446110248565674,-3.129978895187378,0.13593804836273193
-2.2034759521484375,-3.0689520835876465,0.08021044731140137
-2.2516355514526367,-3.072646379470825,0.1324375867843628
-2.1943259239196777,-2.999582052230835,0.05960381031036377
-2.2010695934295654,-2.938903570175171,0.05433154106140137
-2.2010695934295654,-2.871459484100342,0.05241250991821289
-2.2010695934295654,-2.804015874862671,0.05294513702392578
-2.2010695934295654,-2.73659348487854,0.05597090721130371
-2.2010695934295654,-2.669149398803711,0.05901896953582764
-2.2010695934295654,-2.60170578956604,0.05921006202697754
-2.2010695934295654,-2.534283399581909,0.05880284309387207
-2.2010695934295654,-2.46683931350708,0.05647754669189453
-2.2010695934295654,-2.399395704269409,0.055956482887268066
-2.2010695934295654,-2.3319733142852783,0.05481672286987305
-2.2078139781951904,-2.2712745666503906,0.05325913429260254
-2.194746732711792,-2.2034084796905518,0.05181849002838135
-2.2078139781951904,-2.136406898498535,0.05198931694030762
-2.1986613273620605,-2.0742626190185547,0.05139422416687012
-2.2026751041412354,-1.9995924234390259,0.05098617076873779
-2.2010695934295654,-1.9273532629013062,0.05219376087188721
-2.2058866024017334,-1.8579047918319702,0.07544243335723877
-2.1976983547210693,-1.805397629737854,0.13416922092437744
-2.125194787979126,-3.2739784717559814,0.10544741153717041
-2.170720100402832,-3.269339084625244,0.13818514347076416
-2.140367269515991,-3.306422233581543,0.1433795690536499
-2.1268811225891113,-3.2019224166870117,0.08650350570678711
-2.1336257457733154,-3.1412205696105957,0.06595003604888916
-2.1336257457733154,-3.0737695693969727,0.0579984188079834
-2.1336257457733154,-3.0063259601593018,0.05502474308013916
-2.1336257457733154,-2.938903570175171,0.0533900260925293
-2.1336257457733154,-2.871459484100342,0.05325186252593994
-2.1336257457733154,-2.804015874862671,0.05492973327636719
-2.1336257457733154,-2.73659348487854,0.057942867279052734
-2.140369176864624,-2.6758947372436523,0.06252014636993408
-2.127302408218384,-2.6080286502838135,0.059412479400634766
-2.1336257457733154,-2.534283399581909,0.056354641914367676
-2.1336257457733154,-2.46683931350708,0.05585432052612305
-2.140369176864624,-2.406137704849243,0.05429530143737793
-2.1287081241607666,-2.3396987915039062,0.052955031394958496
-2.1384429931640625,-2.2657346725463867,0.05226588249206543
-2.13737154006958,-2.125915765762329,0.05117917060852051
-2.141251802444458,-1.9281567335128784,0.05108058452606201
-2.1336257457733154,-1.8599094152450562,0.05735456943511963
-2.1360342502593994,-1.7952747344970703,0.09789562225341797
-2.1639750003814697,-1.7829110622406006,0.1435399055480957
-2.1291282176971436,-1.7553839683532715,0.13498377799987793
-2.124258041381836,-1.6688376665115356,0.110268235206604
-2.1572301387786865,-1.6508499383926392,0.14396607875823975
-2.1426162719726562,-1.6879414319992065,0.1438305377960205
-2.119575262069702,-1.6252691745758057,0.13805174827575684
-2.05896258354187,-3.3338921070098877,0.1068727970123291
-2.103273391723633,-3.3367815017700195,0.13814103603363037
-2.0695607662200928,-3.3704981803894043,0.14331722259521484
-2.0594451427459717,-3.269343137741089,0.08764421939849854
-2.0661890506744385,-3.208664655685425,0.06838655471801758
-2.0661890506744385,-3.1412205696105957,0.05851590633392334
-2.0661890506744385,-3.0737695693969727,0.05305278301239014
-2.0661890506744385,-3.0063259601593018,0.0526125431060791
-2.0661890506744385,-2.938903570175171,0.05323302745819092
-2.0661890506744385,-2.871459484100342,0.054886698722839355
-2.0661890506744385,-2.804015874862671,0.05655467510223389
-2.0661890506744385,-2.73659348487854,0.05853557586669922
-2.0710060596466064,-2.6691527366638184,0.05848205089569092
-2.0774290561676025,-2.542712926864624,0.0542149543762207
-2.0661895275115967,-2.4716572761535645,0.05487549304962158
-2.0668907165527344,-2.3944785594940186,0.054224252700805664
-2.0627548694610596,-2.267963409423828,0.052695274353027344
-2.0689995288848877,-2.133877992630005,0.051143646240234375
-2.0689995288848877,-2.0776760578155518,0.05087721347808838
-2.072211265563965,-1.8611146211624146,0.05240964889526367
-2.0661890506744385,-1.7924655675888062,0.06253063678741455
-2.073916435241699,-1.722935676574707,0.08049225807189941
-2.1212618350982666,-1.7183010578155518,0.13498377799987793
-2.0661890506744385,-1.6505721807479858,0.08718454837799072
-2.0645029544830322,-1.6087005138397217,0.13315224647521973
-2.0099852085113525,-3.378648042678833,0.14007484912872314
-1.9875051975250244,-3.3393123149871826,0.09906482696533203
-1.998745322227478,-3.2760870456695557,0.07271802425384521
-1.998745322227478,-3.208664655685425,0.06213974952697754
-1.998745322227478,-3.1412205696105957,0.05377650260925293
-1.998745322227478,-3.0737695693969727,0.05236947536468506
-1.998745322227478,-3.0063259601593018,0.05314791202545166
-1.998745322227478,-2.938903570175171,0.056142210960388184
-1.998745322227478,-2.871459484100342,0.05676460266113281
-1.998745322227478,-2.804015874862671,0.056513428688049316
-1.998745322227478,-2.73659348487854,0.058106064796447754
-1.9963372945785522,-2.6667423248291016,0.05572640895843506
-1.9966378211975098,-2.4057185649871826,0.055425405502319336
-2.003662109375,-2.3242456912994385,0.054171085357666016
-1.998744249343872,-2.264529228210449,0.05385100841522217
-2.0038037300109863,-2.198770046234131,0.051888108253479004
-2.0011537075042725,-1.7948750257492065,0.056358933448791504
-1.998745322227478,-1.7250431776046753,0.06358981132507324
-1.998745322227478,-1.6575992107391357,0.06647109985351562
-2.002357244491577,-1.5925617218017578,0.09028899669647217
-2.037520408630371,-1.5800371170043945,0.14081096649169922
-1.9936860799789429,-1.5446372032165527,0.13571763038635254
-1.945360779762268,-3.388490915298462,0.13816916942596436
-1.9192719459533691,-3.3471434116363525,0.08679699897766113
-1.931312084197998,-3.2760870456695557,0.06574559211730957
-1.931312084197998,-3.208664655685425,0.05797696113586426
-1.931312084197998,-3.1412205696105957,0.05400514602661133
-1.931312084197998,-3.0737695693969727,0.0530170202255249
-1.931312084197998,-3.0063259601593018,0.055417537689208984
-1.931312084197998,-2.938903570175171,0.05782723426818848
-1.931312084197998,-2.871459484100342,0.059739112854003906
-1.931312084197998,-2.804015874862671,0.05743527412414551
-1.931312084197998,-2.73659348487854,0.056172728538513184
-1.931312084197998,-2.669149398803711,0.0555727481842041
-1.9264973402023315,-2.599297285079956,0.05415225028991699
-1.9292055368423462,-2.4584081172943115,0.05529904365539551
-1.9245691299438477,-2.3926517963409424,0.0559009313583374
-1.9380549192428589,-2.338716983795166,0.0556793212890625
-1.9344731569290161,-2.2750673294067383,0.053552985191345215
-1.931312084197998,-1.7854419946670532,0.054584503173828125
-1.931312084197998,-1.7250431776046753,0.05911397933959961
-1.931312084197998,-1.6575992107391357,0.059856534004211426
-1.931312084197998,-1.5901554822921753,0.06898653507232666
-1.9397417306900024,-1.5325651168823242,0.10585522651672363
-1.9616607427597046,-1.51430344581604,0.14427268505096436
-1.9172651767730713,-1.4918125867843628,0.14106571674346924
-1.9172651767730713,-0.505536675453186,0.1061941385269165
-1.9636279344558716,-0.49710705876350403,0.13756215572357178
-1.9346846342086792,-0.538140058517456,0.14294159412384033
-1.9270991086959839,-0.44513770937919617,0.09397482872009277
-1.9667162895202637,-0.43867674469947815,0.14049232006072998
-1.9279417991638184,-0.398214727640152,0.13307690620422363
-1.8566542863845825,-3.4013431072235107,0.10396409034729004
-1.9009742736816406,-3.4059200286865234,0.13583600521087646
-1.8672529458999634,-3.4379453659057617,0.14377987384796143
-1.85713529586792,-3.3367855548858643,0.07408082485198975
-1.8638789653778076,-3.2760870456695557,0.06413137912750244
-1.8638789653778076,-3.208664655685425,0.055493831634521484
-1.8638789653778076,-3.1412205696105957,0.054068922996520996
-1.8638789653778076,-3.0737695693969727,0.0543370246887207
-1.8638789653778076,-3.0063259601593018,0.05690717697143555
-1.8638789653778076,-2.938903570175171,0.05910778045654297
-1.8638789653778076,-2.871459484100342,0.05865585803985596
-1.8638789653778076,-2.804015874862671,0.05655467510223389
-1.8638789653778076,-2.73659348487854,0.055600523948669434
